FIPS,Area_Name,Unemployment
21131,Leslie County,14.6
21133,Letcher County,12.2
21135,Lewis County,7
21137,Lincoln County,8.7
21139,Livingston County,5.9
21141,Logan County,6.2
21143,Lyon County,3.4
21145,McCracken County,4.9
21147,McCreary County,15.8
21149,McLean County,7.1
21151,Madison County,6.9
21153,Magoffin County,10.3
21155,Marion County,9.4
21157,Marshall County,6.3
21159,Martin County,15.4
21161,Mason County,5.8
21163,Meade County,8.2
21165,Menifee County,5.4
21167,Mercer County,9.1
21169,Metcalfe County,5.8
21171,Monroe County,7.7
21173,Montgomery County,7.9
21175,Morgan County,8.1
21177,Muhlenberg County,9.6
21179,Nelson County,5.9
21181,Nicholas County,6.8
21183,Ohio County,10
21185,Oldham County,3.5
21187,Owen County,5.3
21189,Owsley County,12.5
21191,Pendleton County,4.8
21193,Perry County,13.1
21195,Pike County,10.9
21197,Powell County,5.4
21199,Pulaski County,8.6
21201,Robertson County,5.9
21203,Rockcastle County,9.7
21205,Rowan County,4.5
21207,Russell County,9.4
21209,Scott County,4.8
21211,Shelby County,4.4
21213,Simpson County,5.1
21215,Spencer County,5.6
21217,Taylor County,7.6
21219,Todd County,6.9
21221,Trigg County,10.4
21223,Trimble County,10.5
21225,Union County,7.3
21227,Warren County,5.6
21229,Washington County,5.7
21231,Wayne County,10.1
21233,Webster County,6.1
21235,Whitley County,9.2
21237,Wolfe County,10.5
21239,Woodford County,3.8
22001,Acadia Parish,8.9
22003,Allen Parish,9.4
22005,Ascension Parish,6.3
22007,Assumption Parish,6.9
22009,Avoyelles Parish,7.7
22011,Beauregard Parish,7.4
22013,Bienville Parish,7.4
22015,Bossier Parish,5.8
22017,Caddo Parish,7
22019,Calcasieu Parish,6.6
22021,Caldwell Parish,9.4
22023,Cameron Parish,3
22025,Catahoula Parish,5.6
22027,Claiborne Parish,9.4
22029,Concordia Parish,9.2
22031,De Soto Parish,10.6
22033,East Baton Rouge Parish,6.9
22035,East Carroll Parish,6.9
22037,East Feliciana Parish,6.1
22039,Evangeline Parish,11.9
22041,Franklin Parish,8.8
22043,Grant Parish,7.9
22045,Iberia Parish,11.2
22047,Iberville Parish,7.5
22049,Jackson Parish,6.2
22051,Jefferson Parish,5.9
22053,Jefferson Davis Parish,9.1
22055,Lafayette Parish,5.1
22057,Lafourche Parish,7
22059,LaSalle Parish,6.1
22061,Lincoln Parish,8.8
22063,Livingston Parish,5.8
22065,Madison Parish,12.3
22067,Morehouse Parish,6.1
22069,Natchitoches Parish,13.6
22071,Orleans Parish,8.7
22073,Ouachita Parish,7
22075,Plaquemines Parish,3
22077,Pointe Coupee Parish,8.3
22079,Rapides Parish,7.7
22081,Red River Parish,4.7
22083,Richland Parish,7
22085,Sabine Parish,9.5
22087,St. Bernard Parish,10.7
22089,St. Charles Parish,7.3
22091,St. Helena Parish,15.7
22093,St. James Parish,8.2
22095,St. John the Baptist Parish,7.3
22097,St. Landry Parish,5.5
22099,St. Martin Parish,6.4
22101,St. Mary Parish,8.5
22103,St. Tammany Parish,6.4
22105,Tangipahoa Parish,8.9
22107,Tensas Parish,15.3
22109,Terrebonne Parish,6.1
22111,Union Parish,6.6
22113,Vermilion Parish,7.3
22115,Vernon Parish,8.7
22117,Washington Parish,12.3
22119,Webster Parish,6.5
22121,West Baton Rouge Parish,5.7
22123,West Carroll Parish,10.2
22125,West Feliciana Parish,4.5
22127,Winn Parish,6
23001,Androscoggin County,5.2
23003,Aroostook County,5.3
23005,Cumberland County,4
23007,Franklin County,6.1
23009,Hancock County,5.7
23011,Kennebec County,5.7
23013,Knox County,4.7
23015,Lincoln County,3.4
23017,Oxford County,6.3
23019,Penobscot County,6.5
23021,Piscataquis County,7.8
23023,Sagadahoc County,4.1
23025,Somerset County,8.8
23027,Waldo County,6.5
23029,Washington County,7.9
23031,York County,4.8
24001,Allegany County,9
24003,Anne Arundel County,5.2
24005,Baltimore County,5.5
24009,Calvert County,7.3
24011,Caroline County,6.5
24013,Carroll County,4
24015,Cecil County,5.8
24017,Charles County,4.5
24019,Dorchester County,8.3
24021,Frederick County,5.1
24023,Garrett County,4.8
24025,Harford County,5.2
24027,Howard County,4.2
24029,Kent County,4.8
24031,Montgomery County,5.4
24033,Prince George's County,7.3
24035,Queen Anne's County,3.7
24037,St. Mary's County,4.2
24039,Somerset County,10.2
24041,Talbot County,4.4
24043,Washington County,6.8
24045,Wicomico County,7.6
24047,Worcester County,7.1
24510,Baltimore city,10
25001,Barnstable County,5.5
25003,Berkshire County,6.8
25005,Bristol County,6.9
25007,Dukes County,3
25009,Essex County,6
25011,Franklin County,5.8
25013,Hampden County,8
25015,Hampshire County,6.5
25017,Middlesex County,4.8
25019,Nantucket County,3.8
25021,Norfolk County,5.5
25023,Plymouth County,6
25025,Suffolk County,7.1
25027,Worcester County,6.1
26001,Alcona County,9.3
26003,Alger County,6.9
26005,Allegan County,3.6
26007,Alpena County,6.4
26009,Antrim County,6.1
26011,Arenac County,9.6
26013,Baraga County,6
26015,Barry County,6.2
26017,Bay County,7.4
26019,Benzie County,6.5
26021,Berrien County,7.3
26023,Branch County,4.6
26025,Calhoun County,7.4
26027,Cass County,7.8
26029,Charlevoix County,6.2
26031,Cheboygan County,10.7
26033,Chippewa County,9
26035,Clare County,11.5
26037,Clinton County,4.3
26039,Crawford County,10.4
26041,Delta County,6.5
26043,Dickinson County,6
26045,Eaton County,5.8
26047,Emmet County,6.1
26049,Genesee County,10.8
26051,Gladwin County,7.4
26053,Gogebic County,6.7
26055,Grand Traverse County,5.4
26057,Gratiot County,7.4
26059,Hillsdale County,6.1
26061,Houghton County,6.8
26063,Huron County,5.8
26065,Ingham County,8.1
26067,Ionia County,6.2
26069,Iosco County,9.6
26071,Iron County,5.7
26073,Isabella County,8.4
26075,Jackson County,7.6
26077,Kalamazoo County,6.6
26079,Kalkaska County,8.7
26081,Kent County,5.4
26083,Keweenaw County,5.5
26085,Lake County,11.6
26087,Lapeer County,7.4
26089,Leelanau County,6.3
26091,Lenawee County,5.9
26093,Livingston County,4.6
26095,Luce County,11.8
26097,Mackinac County,10.5
26099,Macomb County,6.6
26101,Manistee County,8
26103,Marquette County,6.3
26105,Mason County,7.6
26107,Mecosta County,8.7
26109,Menominee County,5.9
26111,Midland County,7
26113,Missaukee County,7
26115,Monroe County,5.9
26117,Montcalm County,7
26119,Montmorency County,12.7
26121,Muskegon County,8.9
26123,Newaygo County,7.7
26125,Oakland County,5.3
26127,Oceana County,7.7
26129,Ogemaw County,10
26131,Ontonagon County,10
26133,Osceola County,7.2
26135,Oscoda County,11.9
26137,Otsego County,6.4
26139,Ottawa County,4.4
26141,Presque Isle County,11.4
26143,Roscommon County,13
26145,Saginaw County,8.2
26147,St. Clair County,7.6
26149,St. Joseph County,5.3
26151,Sanilac County,7.7
26153,Schoolcraft County,13.9
26155,Shiawassee County,7.1
26157,Tuscola County,7.4
26159,Van Buren County,6.6
26161,Washtenaw County,5.4
26163,Wayne County,11.6
26165,Wexford County,7.2
27001,Aitkin County,6.2
27003,Anoka County,4.2
27005,Becker County,3.6
27007,Beltrami County,8.7
27009,Benton County,4.2
27011,Big Stone County,2.8
27013,Blue Earth County,4.5
27015,Brown County,2.3
27017,Carlton County,3.9
27019,Carver County,2.4
27021,Cass County,5.7
27023,Chippewa County,2
27025,Chisago County,4.2
27027,Clay County,2.8
27029,Clearwater County,7.3
27031,Cook County,2.6
27033,Cottonwood County,5.1
27035,Crow Wing County,3.5
27037,Dakota County,4
27039,Dodge County,2.9
27041,Douglas County,3.1
27043,Faribault County,2.8
27045,Fillmore County,2.8
27047,Freeborn County,4.1
27049,Goodhue County,4.2
27051,Grant County,4.8
27053,Hennepin County,4.6
27055,Houston County,3.1
27057,Hubbard County,3.7
27059,Isanti County,5.1
27061,Itasca County,5.7
27063,Jackson County,3.9
27065,Kanabec County,5.2
27067,Kandiyohi County,3
27069,Kittson County,2.6
27071,Koochiching County,6.9
27073,Lac qui Parle County,3.1
27075,Lake County,3.8
27077,Lake of the Woods County,3.8
27079,Le Sueur County,3.9
27081,Lincoln County,3
27083,Lyon County,3.6
27085,McLeod County,3
27087,Mahnomen County,9.2
27089,Marshall County,3.2
27091,Martin County,3.1
27093,Meeker County,2.9
27095,Mille Lacs County,6.6
27097,Morrison County,4.6
27099,Mower County,5
27101,Murray County,3.6
27103,Nicollet County,3.8
27105,Nobles County,6.5
27107,Norman County,3.3
27109,Olmsted County,4.3
27111,Otter Tail County,3.6
27113,Pennington County,3.2
27115,Pine County,5.9
27117,Pipestone County,4.2
27119,Polk County,3.6
27121,Pope County,3
27123,Ramsey County,5.5
27125,Red Lake County,2.9
27127,Redwood County,3
27129,Renville County,2.7
27131,Rice County,3.6
27133,Rock County,1.9
27135,Roseau County,2.6
27137,St. Louis County,5.1
27139,Scott County,3.5
27141,Sherburne County,3.6
27143,Sibley County,4.5
27145,Stearns County,4.5
27147,Steele County,4.5
27149,Stevens County,2.6
27151,Swift County,3.3
27153,Todd County,3.8
27155,Traverse County,3.2
27157,Wabasha County,3.2
27159,Wadena County,5.8
27161,Waseca County,3.2
27163,Washington County,3.5
27165,Watonwan County,2.4
27167,Wilkin County,1.4
27169,Winona County,5.1
27171,Wright County,3.6
27173,Yellow Medicine County,2.7
28001,Adams County,10.9
28003,Alcorn County,8.6
28005,Amite County,10.8
28007,Attala County,10.3
28009,Benton County,13.7
28011,Bolivar County,12.6
28013,Calhoun County,8.4
28015,Carroll County,7
28017,Chickasaw County,7.6
28019,Choctaw County,10.4
28021,Claiborne County,17.7
28023,Clarke County,9.1
28025,Clay County,11.3
28027,Coahoma County,19
28029,Copiah County,12.3
28031,Covington County,8.8
28033,DeSoto County,6.1
28035,Forrest County,11.9
28037,Franklin County,7.4
28039,George County,8.2
28041,Greene County,11.7
28043,Grenada County,10.4
28045,Hancock County,8.7
28047,Harrison County,9.4
28049,Hinds County,10
28051,Holmes County,19.6
28053,Humphreys County,21.1
28055,Issaquena County,12.6
28057,Itawamba County,6.1
28059,Jackson County,8.3
28061,Jasper County,5.7
28063,Jefferson County,9.6
28065,Jefferson Davis County,10.7
28067,Jones County,7.8
28069,Kemper County,6.8
28071,Lafayette County,5.7
28073,Lamar County,9.2
28075,Lauderdale County,7.2
28077,Lawrence County,9.3
28079,Leake County,9.2
28081,Lee County,6.3
28083,Leflore County,12
28085,Lincoln County,7.5
28087,Lowndes County,11.4
28089,Madison County,5.1
28091,Marion County,8.3
28093,Marshall County,6.2
28095,Monroe County,7.4
28097,Montgomery County,9.1
28099,Neshoba County,8.5
28101,Newton County,7.7
28103,Noxubee County,14.8
28105,Oktibbeha County,9.5
28107,Panola County,7.6
28109,Pearl River County,10
28111,Perry County,10.2
28113,Pike County,7.7
28115,Pontotoc County,6.3
28117,Prentiss County,7
28119,Quitman County,24.3
28121,Rankin County,4.5
28123,Scott County,10.9
28125,Sharkey County,14.9
28127,Simpson County,9.9
28129,Smith County,4.7
28131,Stone County,5.6
28133,Sunflower County,17.6
28135,Tallahatchie County,13.7
28137,Tate County,7.7
28139,Tippah County,8.9
28141,Tishomingo County,10.8
28143,Tunica County,10.2
28145,Union County,8.3
28147,Walthall County,6.7
28149,Warren County,7.9
28151,Washington County,16.8
28153,Wayne County,10.4
28155,Webster County,9.4
28157,Wilkinson County,12.5
28159,Winston County,9.9
28161,Yalobusha County,5.3
28163,Yazoo County,15.9
29001,Adair County,5.5
29003,Andrew County,4.2
29005,Atchison County,4.1
29007,Audrain County,7.4
29009,Barry County,8
29011,Barton County,5.4
29013,Bates County,5.2
29015,Benton County,9.7
29017,Bollinger County,5.1
29019,Boone County,4.4
29021,Buchanan County,5.7
29023,Butler County,9.2
29025,Caldwell County,3.8
29027,Callaway County,4.3
29029,Camden County,8
29031,Cape Girardeau County,5.3
29033,Carroll County,8.2
29035,Carter County,6.9
29037,Cass County,4.9
29039,Cedar County,11.2
29041,Chariton County,3.7
29043,Christian County,5.3
29045,Clark County,4.6
29047,Clay County,4.4
29049,Clinton County,3.8
29051,Cole County,4.4
29053,Cooper County,5
29055,Crawford County,11.6
29057,Dade County,9.3
29059,Dallas County,7.8
29061,Daviess County,3.5
29063,DeKalb County,3.4
29065,Dent County,7.3
29067,Douglas County,7
29069,Dunklin County,6.9
29071,Franklin County,4.9
29073,Gasconade County,3.4
29075,Gentry County,4.1
29077,Greene County,5
29079,Grundy County,3.6
29081,Harrison County,3.3
29083,Henry County,6.7
29085,Hickory County,9.6
29087,Holt County,4.2
29089,Howard County,4.6
29091,Howell County,5
29093,Iron County,8.6
29095,Jackson County,5.7
29097,Jasper County,5.5
29099,Jefferson County,6.5
29101,Johnson County,6.9
29103,Knox County,5.8
29105,Laclede County,7.7
29107,Lafayette County,5.5
29109,Lawrence County,6.2
29111,Lewis County,2.9
29113,Lincoln County,6.3
29115,Linn County,3.2
29117,Livingston County,3.4
29119,McDonald County,6.2
29121,Macon County,7.4
29123,Madison County,5.8
29125,Maries County,7.7
29127,Marion County,6.5
29129,Mercer County,3.5
29131,Miller County,7.1
29133,Mississippi County,10
29135,Moniteau County,5.7
29137,Monroe County,4.5
29139,Montgomery County,5.8
29141,Morgan County,7.3
29143,New Madrid County,9.4
29145,Newton County,5.4
29147,Nodaway County,4.7
29149,Oregon County,5
29151,Osage County,3.3
29153,Ozark County,8.4
29155,Pemiscot County,10.7
29157,Perry County,4.1
29159,Pettis County,5.8
29161,Phelps County,6.3
29163,Pike County,4.8
29165,Platte County,4
29167,Polk County,5.8
29169,Pulaski County,8.8
29171,Putnam County,5.9
29173,Ralls County,4.5
29175,Randolph County,6.1
29177,Ray County,5.4
29179,Reynolds County,7.6
29181,Ripley County,7.2
29183,St. Charles County,3.6
29185,St. Clair County,8
29186,Ste. Genevieve County,4.6
29187,St. Francois County,6.5
29189,St. Louis County,5.9
29195,Saline County,4.6
29197,Schuyler County,6
29199,Scotland County,4.6
29201,Scott County,6
29203,Shannon County,8.1
29205,Shelby County,4.8
29207,Stoddard County,7.1
29209,Stone County,7.7
29211,Sullivan County,3.4
29213,Taney County,6.3
29215,Texas County,7.1
29217,Vernon County,4.1
29219,Warren County,6.1
29221,Washington County,9.9
29223,Wayne County,8.1
29225,Webster County,4.8
29227,Worth County,4.1
29229,Wright County,8.4
29510,St. Louis city,9.4
30001,Beaverhead County,4.6
30003,Big Horn County,15.9
30005,Blaine County,16.8
30007,Broadwater County,4.1
30009,Carbon County,4
30011,Carter County,2.9
30013,Cascade County,4.6
30015,Chouteau County,3.5
30017,Custer County,1.7
30019,Daniels County,1.7
30021,Dawson County,1.1
30023,Deer Lodge County,2.3
30025,Fallon County,1.7
30027,Fergus County,2.6
30029,Flathead County,4
30031,Gallatin County,4.3
30033,Garfield County,0
30035,Glacier County,7.6
30037,Golden Valley County,4.4
30039,Granite County,6.9
30041,Hill County,6.4
30043,Jefferson County,5.7
30045,Judith Basin County,2.9
30047,Lake County,8
30049,Lewis and Clark County,3.2
30051,Liberty County,1.9
30053,Lincoln County,9.9
30055,McCone County,1.2
30057,Madison County,3.4
30059,Meagher County,3.5
30061,Mineral County,7.4
30063,Missoula County,6
30065,Musselshell County,5.6
30067,Park County,2.8
30069,Petroleum County,5.2
30071,Phillips County,8.9
30073,Pondera County,5.8
30075,Powder River County,2.4
30077,Powell County,1.5
30079,Prairie County,2.5
30081,Ravalli County,6.8
30083,Richland County,2.6
30085,Roosevelt County,10.2
30087,Rosebud County,8.6
30089,Sanders County,7.6
30091,Sheridan County,2.7
30093,Silver Bow County,5.9
30095,Stillwater County,3.6
30097,Sweet Grass County,0.9
30099,Teton County,1.7
30101,Toole County,1
30103,Treasure County,0
30105,Valley County,4.4
30107,Wheatland County,3.4
30109,Wibaux County,1.6
30111,Yellowstone County,3.5
31001,Adams County,4.2
31003,Antelope County,1.9
31005,Arthur County,0.6
31007,Banner County,3.2
31009,Blaine County,1.1
31011,Boone County,1.7
31013,Box Butte County,5.1
31015,Boyd County,1.6
31017,Brown County,0.6
31019,Buffalo County,3.1
31021,Burt County,3.5
31023,Butler County,4.4
31025,Cass County,2.8
31027,Cedar County,1.6
31029,Chase County,2.3
31031,Cherry County,2.6
31033,Cheyenne County,2.5
31035,Clay County,3
31037,Colfax County,3.5
31039,Cuming County,2.6
31041,Custer County,2.5
31043,Dakota County,7.3
31045,Dawes County,1
31047,Dawson County,4.2
31049,Deuel County,4.1
31051,Dixon County,3.3
31053,Dodge County,4.4
31055,Douglas County,4.4
31057,Dundy County,3.6
31059,Fillmore County,2.5
31061,Franklin County,2.6
31063,Frontier County,3.2
31065,Furnas County,2.5
31067,Gage County,3.2
31069,Garden County,1.4
31071,Garfield County,1.9
31073,Gosper County,4.6
31075,Grant County,4.5
31077,Greeley County,1.7
31079,Hall County,5.4
31081,Hamilton County,2
31083,Harlan County,2
31085,Hayes County,1.6
31087,Hitchcock County,3.1
31089,Holt County,1.1
31091,Hooker County,1
31093,Howard County,4
31095,Jefferson County,2.1
31097,Johnson County,2.2
31099,Kearney County,3.4
31101,Keith County,2.8
31103,Keya Paha County,1.2
31105,Kimball County,6
31107,Knox County,3.1
31109,Lancaster County,3.9
31111,Lincoln County,2.7
31113,Logan County,1.1
31115,Loup County,0.7
31117,McPherson County,0
31119,Madison County,3.2
31121,Merrick County,3.3
31123,Morrill County,3.7
31125,Nance County,2
31127,Nemaha County,5.7
31129,Nuckolls County,1.7
31131,Otoe County,3
31133,Pawnee County,2.7
31135,Perkins County,1.1
31137,Phelps County,0.7
31139,Pierce County,3.8
31141,Platte County,3.9
31143,Polk County,4.6
31145,Red Willow County,4.9
31147,Richardson County,4
31149,Rock County,1.4
31151,Saline County,2.8
31153,Sarpy County,3.3
31155,Saunders County,2.2
31157,Scotts Bluff County,5.2
31159,Seward County,2.5
31161,Sheridan County,1.5
31163,Sherman County,1.7
31165,Sioux County,0
31167,Stanton County,3.1
31169,Thayer County,1.2
31171,Thomas County,1.9
31173,Thurston County,15.4
31175,Valley County,1.5
31177,Washington County,1.7
31179,Wayne County,2
31181,Webster County,2.1
31183,Wheeler County,0.4
31185,York County,2.4
32001,Churchill County,7.8
32003,Clark County,8.3
32005,Douglas County,6.2
32007,Elko County,4.4
32009,Esmeralda County,3.9
32011,Eureka County,0
32013,Humboldt County,7.3
32015,Lander County,7.6
32017,Lincoln County,9.3
32019,Lyon County,9.8
32021,Mineral County,20.6
32023,Nye County,11.4
32027,Pershing County,4.2
32029,Storey County,4.2
32031,Washoe County,6.8
32033,White Pine County,6.2
32510,Carson City,7.7
33001,Belknap County,4.9
33003,Carroll County,4.7
33005,Cheshire County,4.5
33007,Coos County,6.1
33009,Grafton County,4
33011,Hillsborough County,4.8
33013,Merrimack County,4
33015,Rockingham County,4.3
33017,Strafford County,4.4
33019,Sullivan County,3.7
34001,Atlantic County,10.9
34003,Bergen County,5.2
34005,Burlington County,6.9
34007,Camden County,7.9
34009,Cape May County,8.4
34011,Cumberland County,9
34013,Essex County,10.4
34015,Gloucester County,7.4
34017,Hudson County,7.1
34019,Hunterdon County,4.4
34021,Mercer County,7.5
34023,Middlesex County,6.4
34025,Monmouth County,6
34027,Morris County,5.2
34029,Ocean County,6.7
34031,Passaic County,6
34033,Salem County,8
34035,Somerset County,4.9
34037,Sussex County,6.4
34039,Union County,7.4
34041,Warren County,7.4
35001,Bernalillo County,6.7
35003,Catron County,0
35005,Chaves County,6.3
35006,Cibola County,16
35007,Colfax County,10
35009,Curry County,7.8
35011,De Baca County,6.6
35013,Do̱a Ana County,9.3
35015,Eddy County,5.1
35017,Grant County,8.1
35019,Guadalupe County,1.5
35021,Harding County,6.5
35023,Hidalgo County,9
35025,Lea County,6.2
35027,Lincoln County,5.2
35028,Los Alamos County,3.7
35029,Luna County,11.4
35031,McKinley County,16.1
35033,Mora County,8.2
35035,Otero County,9.3
35037,Quay County,4
35039,Rio Arriba County,8.9
35041,Roosevelt County,10.7
35043,Sandoval County,8
35045,San Juan County,9.6
35047,San Miguel County,5.3
35049,Santa Fe County,5.5
35051,Sierra County,11.4
35053,Socorro County,4.2
35055,Taos County,9.7
35057,Torrance County,7.8
35059,Union County,2.5
35061,Valencia County,9.1
36001,Albany County,5.3
36003,Allegany County,7.3
36005,Bronx County,11.6
36007,Broome County,7.2
36009,Cattaraugus County,7
36011,Cayuga County,5.9
36013,Chautauqua County,7.7
36015,Chemung County,5.3
36017,Chenango County,6.7
36019,Clinton County,5.8
36021,Columbia County,5
36023,Cortland County,4.9
36025,Delaware County,7.1
36027,Dutchess County,6.7
36029,Erie County,5.5
36031,Essex County,6.7
36033,Franklin County,8.2
36035,Fulton County,7.6
36037,Genesee County,5.1
36039,Greene County,6.2
36041,Hamilton County,11.2
36043,Herkimer County,8.2
36045,Jefferson County,8
36047,Kings County,8.1
36049,Lewis County,7.6
36051,Livingston County,4.8
36053,Madison County,4.4
36055,Monroe County,6.6
36057,Montgomery County,7.3
36059,Nassau County,4.9
36061,New York County,6.2
36063,Niagara County,6.2
36065,Oneida County,6
36067,Onondaga County,6.4
36069,Ontario County,4.7
36071,Orange County,5.6
36073,Orleans County,6.5
36075,Oswego County,8.6
36077,Otsego County,6.7
36079,Putnam County,5.3
36081,Queens County,6.9
36083,Rensselaer County,5.8
36085,Richmond County,5.5
36087,Rockland County,6.3
36089,St. Lawrence County,8.8
36091,Saratoga County,4.6
36093,Schenectady County,7.3
36095,Schoharie County,7.5
36097,Schuyler County,7.2
36099,Seneca County,4.9
36101,Steuben County,7
36103,Suffolk County,5.4
36105,Sullivan County,9.3
36107,Tioga County,6.5
36109,Tompkins County,4.8
36111,Ulster County,7.1
36113,Warren County,4.8
36115,Washington County,6.6
36117,Wayne County,6.4
36119,Westchester County,6.5
36121,Wyoming County,6.5
36123,Yates County,6
37001,Alamance County,6
37003,Alexander County,6.7
37005,Alleghany County,5.7
37007,Anson County,13.4
37009,Ashe County,6.3
37011,Avery County,5.5
37013,Beaufort County,9
37015,Bertie County,12.7
37017,Bladen County,7.9
37019,Brunswick County,7.8
37021,Buncombe County,4.7
37023,Burke County,9.3
37025,Cabarrus County,6.8
37027,Caldwell County,7.9
37029,Camden County,8.9
37031,Carteret County,8
37033,Caswell County,8.4
37035,Catawba County,7.4
37037,Chatham County,5.6
37039,Cherokee County,7.7
37041,Chowan County,11.9
37043,Clay County,7.1
37045,Cleveland County,10.3
37047,Columbus County,7
37049,Craven County,8.1
37051,Cumberland County,10
37053,Currituck County,4.8
37055,Dare County,5.2
37057,Davidson County,8.2
37059,Davie County,6.5
37061,Duplin County,9.3
37063,Durham County,5.8
37065,Edgecombe County,10.2
37067,Forsyth County,6.9
37069,Franklin County,7.3
37071,Gaston County,8.3
37073,Gates County,8.8
37075,Graham County,8.3
37077,Granville County,6.6
37079,Greene County,9.4
37081,Guilford County,6.6
37083,Halifax County,9.6
37085,Harnett County,9.3
37087,Haywood County,5.1
37089,Henderson County,3.5
37091,Hertford County,10
37093,Hoke County,12.4
37095,Hyde County,11
37097,Iredell County,7.2
37099,Jackson County,4.8
37101,Johnston County,6.5
37103,Jones County,11.5
37105,Lee County,7.4
37107,Lenoir County,11.6
37109,Lincoln County,7.9
37111,McDowell County,7.4
37113,Macon County,4.9
37115,Madison County,6.9
37117,Martin County,9.6
37119,Mecklenburg County,6.8
37121,Mitchell County,4.7
37123,Montgomery County,5.9
37125,Moore County,6.3
37127,Nash County,7.9
37129,New Hanover County,7
37131,Northampton County,10.2
37133,Onslow County,10.6
37135,Orange County,5.2
37137,Pamlico County,8.1
37139,Pasquotank County,7
37141,Pender County,8.3
37143,Perquimans County,8.4
37145,Person County,10.9
37147,Pitt County,10.1
37149,Polk County,6.3
37151,Randolph County,6.1
37153,Richmond County,10
37155,Robeson County,9.6
37157,Rockingham County,7.2
37159,Rowan County,9.2
37161,Rutherford County,8.7
37163,Sampson County,9.5
37165,Scotland County,12.7
37167,Stanly County,8
37169,Stokes County,7
37171,Surry County,5.1
37173,Swain County,7.4
37175,Transylvania County,6.8
37177,Tyrrell County,8.5
37179,Union County,6.1
37181,Vance County,11
37183,Wake County,4.9
37185,Warren County,8.1
37187,Washington County,10.4
37189,Watauga County,8.1
37191,Wayne County,9.7
37193,Wilkes County,7.5
37195,Wilson County,8.1
37197,Yadkin County,5.9
37199,Yancey County,8.3
38001,Adams County,1.6
38003,Barnes County,3.1
38005,Benson County,6.5
38007,Billings County,3.9
38009,Bottineau County,3.3
38011,Bowman County,1.6
38013,Burke County,2.6
38015,Burleigh County,1.8
38017,Cass County,2.7
38019,Cavalier County,1.3
38021,Dickey County,2.6
38023,Divide County,2.4
38025,Dunn County,3.5
38027,Eddy County,1.6
38029,Emmons County,1.8
38031,Foster County,1.1
38033,Golden Valley County,0.9
38035,Grand Forks County,3.8
38037,Grant County,2.4
38039,Griggs County,3
38041,Hettinger County,2.2
38043,Kidder County,1.3
38045,LaMoure County,0.8
38047,Logan County,1.7
38049,McHenry County,2.2
38051,McIntosh County,1.7
38053,McKenzie County,3.9
38055,McLean County,1.6
38057,Mercer County,1.3
38059,Morton County,2.4
38061,Mountrail County,4.7
38063,Nelson County,0.5
38065,Oliver County,2.3
38067,Pembina County,3.1
38069,Pierce County,1.6
38071,Ramsey County,1.3
38073,Ransom County,2.4
38075,Renville County,0.9
38077,Richland County,2.4
38079,Rolette County,7.4
38081,Sargent County,1
38083,Sheridan County,3.6
38085,Sioux County,19.1
38087,Slope County,1.3
38089,Stark County,3.2
38091,Steele County,1.8
38093,Stutsman County,1.5
38095,Towner County,3.7
38097,Traill County,2.9
38099,Walsh County,2.6
38101,Ward County,2.7
38103,Wells County,2
38105,Williams County,2
39001,Adams County,7.5
39003,Allen County,7.2
39005,Ashland County,4.2
39007,Ashtabula County,7.4
39009,Athens County,8.7
39011,Auglaize County,3.4
39013,Belmont County,6.8
39015,Brown County,6.5
39017,Butler County,5.4
39019,Carroll County,4.7
39021,Champaign County,7.3
39023,Clark County,7.7
39025,Clermont County,4.4
39027,Clinton County,6.6
39029,Columbiana County,7.5
39031,Coshocton County,6.7
39033,Crawford County,6.4
39035,Cuyahoga County,8.9
39037,Darke County,5.1
39039,Defiance County,5
39041,Delaware County,2.6
39043,Erie County,6.5
39045,Fairfield County,5.1
39047,Fayette County,6.3
39049,Franklin County,5.7
39051,Fulton County,5.9
39053,Gallia County,5.8
39055,Geauga County,3.5
39057,Greene County,5.7
39059,Guernsey County,8.5
39061,Hamilton County,7
39063,Hancock County,4.5
39065,Hardin County,6.8
39067,Harrison County,4.9
39069,Henry County,4.5
39071,Highland County,7.3
39073,Hocking County,7.4
39075,Holmes County,2.8
39077,Huron County,5.8
39079,Jackson County,10.8
39081,Jefferson County,7.9
39083,Knox County,5.8
39085,Lake County,4.8
39087,Lawrence County,6.5
39089,Licking County,5.9
39091,Logan County,5.8
39093,Lorain County,7
39095,Lucas County,8.5
39097,Madison County,5.4
39099,Mahoning County,8.2
39101,Marion County,7.9
39103,Medina County,3.6
39105,Meigs County,10.4
39107,Mercer County,3.9
39109,Miami County,5.5
39111,Monroe County,5.9
39113,Montgomery County,8
39115,Morgan County,5.5
39117,Morrow County,4.3
39119,Muskingum County,6.9
39121,Noble County,4.8
39123,Ottawa County,4.9
39125,Paulding County,5
39127,Perry County,7.6
39129,Pickaway County,5.2
39131,Pike County,9.9
39133,Portage County,7.2
39135,Preble County,5.8
39137,Putnam County,2.9
39139,Richland County,7.5
39141,Ross County,7.6
39143,Sandusky County,5.4
39145,Scioto County,7.9
39147,Seneca County,5.9
39149,Shelby County,5.3
39151,Stark County,6.7
39153,Summit County,6.4
39155,Trumbull County,5.9
39157,Tuscarawas County,4.9
39159,Union County,2.8
39161,Van Wert County,5.3
39163,Vinton County,10.6
39165,Warren County,4.5
39167,Washington County,4.2
39169,Wayne County,4
39171,Williams County,5
